Location,date,total_cases,total_deaths,DeathPercentage
Afghanistan,2/24/2020,1,,0
Afghanistan,2/25/2020,1,,0
Afghanistan,2/26/2020,1,,0
Afghanistan,2/27/2020,1,,0
Afghanistan,2/28/2020,1,,0
Afghanistan,2/29/2020,1,,0
Afghanistan,3/1/2020,1,,0
Afghanistan,3/2/2020,1,,0
Afghanistan,3/3/2020,2,,0
Afghanistan,3/4/2020,4,,0
Afghanistan,3/5/2020,4,,0
Afghanistan,3/6/2020,4,,0
Afghanistan,3/7/2020,4,,0
Afghanistan,3/8/2020,5,,0
Afghanistan,3/9/2020,7,,0
Afghanistan,3/10/2020,8,,0
Afghanistan,3/11/2020,11,,0
Afghanistan,3/12/2020,12,,0
Afghanistan,3/13/2020,13,,0
Afghanistan,3/14/2020,15,,0
Afghanistan,3/15/2020,16,,0
Afghanistan,3/16/2020,18,,0
Afghanistan,3/17/2020,20,,0
Afghanistan,3/18/2020,24,,0
Afghanistan,3/19/2020,25,,0
Afghanistan,3/20/2020,29,,0
Afghanistan,3/21/2020,30,,0
Afghanistan,3/22/2020,34,1,0.000002568822544993633
Afghanistan,3/23/2020,41,1,0.000002568822544993633
Afghanistan,3/24/2020,43,1,0.000002568822544993633
Afghanistan,3/25/2020,76,2,0.000005137645089987266
Afghanistan,3/26/2020,80,3,0.0000077064676349809
Afghanistan,3/27/2020,91,3,0.0000077064676349809
Afghanistan,3/28/2020,107,4,0.000010275290179974532
Afghanistan,3/29/2020,118,4,0.000010275290179974532
Afghanistan,3/30/2020,146,4,0.000010275290179974532
Afghanistan,3/31/2020,175,4,0.000010275290179974532
Afghanistan,4/1/2020,197,4,0.000010275290179974532
Afghanistan,4/2/2020,240,4,0.000010275290179974532
Afghanistan,4/3/2020,275,8,0.000020550580359949065
Afghanistan,4/4/2020,300,10,0.000025688225449936333
Afghanistan,4/5/2020,338,12,0.0000308258705399236
Afghanistan,4/6/2020,368,15,0.0000385323381749045
Afghanistan,4/7/2020,424,16,0.00004110116071989813
Afghanistan,4/8/2020,445,16,0.00004110116071989813
Afghanistan,4/9/2020,485,17,0.00004366998326489177
Afghanistan,4/10/2020,532,18,0.0000462388058098854
Afghanistan,4/11/2020,556,18,0.0000462388058098854
Afghanistan,4/12/2020,608,19,0.00004880762835487903
Afghanistan,4/13/2020,666,22,0.00005651409598985993
Afghanistan,4/14/2020,715,23,0.000059082918534853566
Afghanistan,4/15/2020,785,29,0.00007449585380481537
Afghanistan,4/16/2020,841,30,0.000077064676349809
Afghanistan,4/17/2020,907,30,0.000077064676349809
Afghanistan,4/18/2020,934,30,0.000077064676349809
Afghanistan,4/19/2020,997,33,0.0000847711439847899
Afghanistan,4/20/2020,1027,36,0.0000924776116197708
Afghanistan,4/21/2020,1093,36,0.0000924776116197708
Afghanistan,4/22/2020,1177,40,0.00010275290179974533
Afghanistan,4/23/2020,1236,40,0.00010275290179974533
Afghanistan,4/24/2020,1331,43,0.00011045936943472623
Afghanistan,4/25/2020,1464,47,0.00012073465961470075
Afghanistan,4/26/2020,1532,52,0.00013357877233966892
Afghanistan,4/27/2020,1704,58,0.00014899170760963073
Afghanistan,4/28/2020,1830,59,0.00015156053015462438
Afghanistan,4/29/2020,1940,61,0.0001566981752446116
Afghanistan,4/30/2020,2127,64,0.00016440464287959252
Afghanistan,5/1/2020,2291,68,0.00017467993305956707
Afghanistan,5/2/2020,2470,72,0.0001849552232395416
Afghanistan,5/3/2020,2705,85,0.00021834991632445884
Afghanistan,5/4/2020,2895,90,0.000231194029049427
Afghanistan,5/5/2020,3225,95,0.00024403814177439517
Afghanistan,5/6/2020,3393,104,0.00026715754467933784
Afghanistan,5/7/2020,3564,106,0.0002722951897693251
Afghanistan,5/8/2020,3781,109,0.000280001657404306
Afghanistan,5/9/2020,4042,115,0.0002954145926742678
Afghanistan,5/10/2020,4403,120,0.000308258705399236
Afghanistan,5/11/2020,4687,122,0.0003133963504892232
Afghanistan,5/12/2020,4968,127,0.00032624046321419144
Afghanistan,5/13/2020,5227,132,0.0003390845759391596
Afghanistan,5/14/2020,5640,136,0.00034935986611913414
Afghanistan,5/15/2020,6054,153,0.00039302984938402593
Afghanistan,5/16/2020,6403,168,0.00043156218755893044
Afghanistan,5/17/2020,6665,170,0.00043669983264891767
Afghanistan,5/18/2020,7073,173,0.0004444063002838986
Afghanistan,5/19/2020,7654,178,0.00045725041300886677
Afghanistan,5/20/2020,8146,188,0.000482938638458803
Afghanistan,5/21/2020,8677,194,0.0004983515737287649
Afghanistan,5/22/2020,9219,206,0.0005291774442686885
Afghanistan,5/23/2020,10001,217,0.0005574344922636184
Afghanistan,5/24/2020,10585,219,0.0005625721373536057
Afghanistan,5/25/2020,11176,220,0.0005651409598985993
Afghanistan,5/26/2020,11834,221,0.000567709782443593
Afghanistan,5/27/2020,12459,228,0.0005856915402585483
Afghanistan,5/28/2020,13039,236,0.0006062421206184975
Afghanistan,5/29/2020,13662,247,0.0006344991686134274
Afghanistan,5/30/2020,14528,250,0.0006422056362484083
Afghanistan,5/31/2020,15208,258,0.0006627562166083575
Afghanistan,6/1/2020,15753,266,0.0006833067969683064
Afghanistan,6/2/2020,16512,274,0.0007038573773282556
Afghanistan,6/3/2020,17270,298,0.0007655091184081028
Afghanistan,6/4/2020,18057,304,0.0007809220536780645
Afghanistan,6/5/2020,18972,313,0.0008040414565830072
Afghanistan,6/6/2020,19554,331,0.0008502802623928926
Afghanistan,6/7/2020,20345,361,0.0009273449387427016
Afghanistan,6/8/2020,20920,373,0.0009581708092826253
Afghanistan,6/9/2020,21462,388,0.0009967031474575297
Afghanistan,6/10/2020,22146,409,0.001050648420902396
Afghanistan,6/11/2020,22894,430,0.0011045936943472623
Afghanistan,6/12/2020,23550,450,0.001155970145247135
Afghanistan,6/13/2020,24106,455,0.001168814257972103
Afghanistan,6/14/2020,24770,475,0.001220190708871976
Afghanistan,6/15/2020,25531,482,0.0012381724666869313
Afghanistan,6/16/2020,26314,495,0.0012715671597718485
Afghanistan,6/17/2020,26878,508,0.0013049618528567658
Afghanistan,6/18/2020,27536,550,0.0014128523997464983
Afghanistan,6/19/2020,27882,552,0.0014179900448364855
Afghanistan,6/20/2020,28428,573,0.0014719353182813517
Afghanistan,6/21/2020,28837,585,0.0015027611888212755
Afghanistan,6/22/2020,29147,597,0.001533587059361199
Afghanistan,6/23/2020,29471,617,0.0015849635102610717
Afghanistan,6/24/2020,29705,638,0.0016389087837059382
Afghanistan,6/25/2020,30165,674,0.001731386395325709
Afghanistan,6/26/2020,30441,682,0.0017519369756856579
Afghanistan,6/27/2020,30606,716,0.0018392769422154415
Afghanistan,6/28/2020,30957,728,0.001870102812755365
Afghanistan,6/29/2020,31228,740,0.0019009286832952887
Afghanistan,6/30/2020,31507,752,0.001931754553835212
Afghanistan,7/1/2020,31826,780,0.0020036815850950343
Afghanistan,7/2/2020,32012,809,0.0020781774388998493
Afghanistan,7/3/2020,32314,821,0.0021090033094397728
Afghanistan,7/4/2020,32662,828,0.0021269850672547283
Afghanistan,7/5/2020,32941,866,0.0022246003239644865
Afghanistan,7/6/2020,33180,900,0.00231194029049427
Afghanistan,7/7/2020,33374,922,0.0023684543864841297
Afghanistan,7/8/2020,33584,939,0.0024121243697490216
Afghanistan,7/9/2020,33898,959,0.0024635008206488943
Afghanistan,7/10/2020,34184,973,0.002499464336278805
Afghanistan,7/11/2020,34356,996,0.0025585472548136584
Afghanistan,7/12/2020,34441,1012,0.002599648415533557
Afghanistan,7/13/2020,34595,1040,0.0026715754467933786
Afghanistan,7/14/2020,34730,1064,0.0027332271878732256
Afghanistan,7/15/2020,34984,1096,0.0028154295093130222
Afghanistan,7/16/2020,35060,1117,0.0028693747827578885
Afghanistan,7/17/2020,35219,1149,0.0029515771041976847
Afghanistan,7/18/2020,35279,1166,0.002995247087462576
Afghanistan,7/19/2020,35453,1183,0.003038917070727468
Afghanistan,7/20/2020,35493,1185,0.0030440547158174557
Afghanistan,7/21/2020,35605,1188,0.003051761183452436
Afghanistan,7/22/2020,35717,1192,0.0030620364736324113
Afghanistan,7/23/2020,35918,1213,0.003115981747077277
Afghanistan,7/24/2020,35978,1227,0.0031519452627071878
Afghanistan,7/25/2020,36026,1249,0.0032084593586970476
Afghanistan,7/26/2020,36147,1261,0.003239285229236971
Afghanistan,7/27/2020,36253,1271,0.0032649734546869084
Afghanistan,7/28/2020,36358,1272,0.003267542277231901
Afghanistan,7/29/2020,36463,1273,0.003270111099776895
Afghanistan,7/30/2020,36532,1283,0.003295799325226831
Afghanistan,7/31/2020,36665,1284,0.003298368147771825
Afghanistan,8/1/2020,36700,1285,0.0033009369703168186
Afghanistan,8/2/2020,36701,1286,0.0033035057928618126
Afghanistan,8/3/2020,36737,1290,0.003313781083041787
Afghanistan,8/4/2020,36773,1290,0.003313781083041787
Afghanistan,8/5/2020,36820,1296,0.0033291940183117485
Afghanistan,8/6/2020,36928,1301,0.0033420381310367165
Afghanistan,8/7/2020,37006,1310,0.0033651575339416597
Afghanistan,8/8/2020,37046,1315,0.003378001646666628
Afghanistan,8/9/2020,37083,1321,0.0033934145819365896
Afghanistan,8/10/2020,37153,1329,0.0034139651622965383
Afghanistan,8/11/2020,37260,1346,0.0034576351455614302
Afghanistan,8/12/2020,37336,1356,0.003483323371011367
Afghanistan,8/13/2020,37422,1365,0.0035064427739163093
Afghanistan,8/14/2020,37497,1370,0.0035192868866412777
Afghanistan,8/15/2020,37542,1371,0.0035218557091862713
Afghanistan,8/16/2020,37590,1376,0.0035346998219112392
Afghanistan,8/17/2020,37667,1378,0.003539837467001227
Afghanistan,8/18/2020,37710,1382,0.0035501127571812012
Afghanistan,8/19/2020,37750,1384,0.003555250402271189
Afghanistan,8/20/2020,37852,1386,0.0035603880473611756
Afghanistan,8/21/2020,37885,1386,0.0035603880473611756
Afghanistan,8/22/2020,37944,1386,0.0035603880473611756
Afghanistan,8/23/2020,37990,1388,0.003565525692451163
Afghanistan,8/24/2020,38045,1390,0.0035706633375411504
Afghanistan,8/25/2020,38061,1398,0.003591213917901099
Afghanistan,8/26/2020,38103,1402,0.0036014892080810735
Afghanistan,8/27/2020,38119,1402,0.0036014892080810735
Afghanistan,8/28/2020,38130,1403,0.0036040580306260675
Afghanistan,8/29/2020,38133,1403,0.0036040580306260675
Afghanistan,8/30/2020,38155,1403,0.0036040580306260675
Afghanistan,8/31/2020,38159,1403,0.0036040580306260675
Afghanistan,9/1/2020,38193,1407,0.0036143333208060423
Afghanistan,9/2/2020,38243,1410,0.003622039788441023
Afghanistan,9/3/2020,38288,1410,0.003622039788441023
Afghanistan,9/4/2020,38304,1410,0.003622039788441023
Afghanistan,9/5/2020,38324,1410,0.003622039788441023
Afghanistan,9/6/2020,38398,1413,0.0036297462560760043
Afghanistan,9/7/2020,38494,1416,0.0036374527237109846
Afghanistan,9/8/2020,38520,1419,0.0036451591913459654
Afghanistan,9/9/2020,38544,1421,0.003650296836435953
Afghanistan,9/10/2020,38572,1421,0.003650296836435953
Afghanistan,9/11/2020,38606,1421,0.003650296836435953
Afghanistan,9/12/2020,38641,1421,0.003650296836435953
Afghanistan,9/13/2020,38716,1421,0.003650296836435953
Afghanistan,9/14/2020,38772,1427,0.0036657097717059145
Afghanistan,9/15/2020,38815,1428,0.0036682785942509085
Afghanistan,9/16/2020,38855,1438,0.0036939668197008444
Afghanistan,9/17/2020,38872,1438,0.0036939668197008444
Afghanistan,9/18/2020,38897,1439,0.0036965356422458385
Afghanistan,9/19/2020,38919,1439,0.0036965356422458385
Afghanistan,9/20/2020,39044,1443,0.003706810932425813
Afghanistan,9/21/2020,39074,1446,0.003714517400060794
Afghanistan,9/22/2020,39096,1447,0.0037170862226057876
Afghanistan,9/23/2020,39145,1448,0.0037196550451507808
Afghanistan,9/24/2020,39170,1453,0.0037324991578757487
Afghanistan,9/25/2020,39186,1453,0.0037324991578757487
Afghanistan,9/26/2020,39192,1455,0.0037376368029657363
Afghanistan,9/27/2020,39227,1455,0.0037376368029657363
Afghanistan,9/28/2020,39239,1458,0.0037453432706007176
Afghanistan,9/29/2020,39254,1460,0.0037504809156907043
Afghanistan,9/30/2020,39268,1460,0.0037504809156907043
Afghanistan,10/1/2020,39285,1460,0.0037504809156907043
Afghanistan,10/2/2020,39290,1460,0.0037504809156907043
Afghanistan,10/3/2020,39297,1464,0.0037607562058706795
Afghanistan,10/4/2020,39341,1464,0.0037607562058706795
Afghanistan,10/5/2020,39422,1468,0.003771031496050654
Afghanistan,10/6/2020,39486,1469,0.0037736003185956475
Afghanistan,10/7/2020,39548,1471,0.0037787379636856342
Afghanistan,10/8/2020,39616,1472,0.0037813067862306282
Afghanistan,10/9/2020,39693,1474,0.0037864444313206154
Afghanistan,10/10/2020,39703,1475,0.0037890132538656095
Afghanistan,10/11/2020,39799,1479,0.003799288544045584
Afghanistan,10/12/2020,39870,1481,0.0038044261891355714
Afghanistan,10/13/2020,39928,1482,0.003806995011680564
Afghanistan,10/14/2020,39994,1483,0.003809563834225558
Afghanistan,10/15/2020,40026,1483,0.003809563834225558
Afghanistan,10/16/2020,40088,1487,0.0038198391244055325
Afghanistan,10/17/2020,40141,1490,0.0038275455920405137
Afghanistan,10/18/2020,40200,1494,0.003837820882220488
Afghanistan,10/19/2020,40287,1499,0.003850664994945456
Afghanistan,10/20/2020,40369,1501,0.0038558026400354437
Afghanistan,10/21/2020,40510,1503,0.0038609402851254313
Afghanistan,10/22/2020,40626,1507,0.0038712155753054056
Afghanistan,10/23/2020,40687,1509,0.003876353220395393
Afghanistan,10/24/2020,40768,1513,0.003886628510575367
Afghanistan,10/25/2020,40833,1516,0.003894334978210348
Afghanistan,10/26/2020,40937,1520,0.0039046102683903228
Afghanistan,10/27/2020,41032,1525,0.003917454381115291
Afghanistan,10/28/2020,41145,1531,0.003932867316385253
Afghanistan,10/29/2020,41268,1534,0.0039405737840202334
Afghanistan,10/30/2020,41334,1535,0.003943142606565227
Afghanistan,10/31/2020,41425,1538,0.003950849074200208
Afghanistan,11/1/2020,41501,1538,0.003950849074200208
Afghanistan,11/2/2020,41633,1544,0.003966262009470169
Afghanistan,11/3/2020,41728,1547,0.003973968477105151
Afghanistan,11/4/2020,41814,1551,0.003984243767285125
Afghanistan,11/5/2020,41935,1557,0.003999656702555087
Afghanistan,11/6/2020,41975,1557,0.003999656702555087
Afghanistan,11/7/2020,42033,1559,0.004004794347645074
Afghanistan,11/8/2020,42159,1565,0.0040202072829150365
Afghanistan,11/9/2020,42297,1577,0.00405103315345496
Afghanistan,11/10/2020,42463,1580,0.00405873962108994
Afghanistan,11/11/2020,42609,1584,0.004069014911269915
Afghanistan,11/12/2020,42795,1594,0.0040947031367198515
Afghanistan,11/13/2020,42969,1598,0.004104978426899826
Afghanistan,11/14/2020,43035,1608,0.004130666652349763
Afghanistan,11/15/2020,43240,1620,0.004161492522889686
Afghanistan,11/16/2020,43468,1635,0.00420002486106459
Afghanistan,11/17/2020,43681,1641,0.004215437796334552
Afghanistan,11/18/2020,43924,1648,0.004233419554149508
Afghanistan,11/19/2020,44177,1653,0.004246263666874476
Afghanistan,11/20/2020,44363,1666,0.0042796583599593934
Afghanistan,11/21/2020,44503,1678,0.0043104842304993165
Afghanistan,11/22/2020,44706,1690,0.0043413101010392405
Afghanistan,11/23/2020,44988,1702,0.004372135971579164
Afghanistan,11/24/2020,45174,1715,0.004405530664664081
Afghanistan,11/25/2020,45384,1728,0.004438925357748999
Afghanistan,11/26/2020,45600,1737,0.004462044760653941
Afghanistan,11/27/2020,45723,1740,0.004469751228288922
Afghanistan,11/28/2020,45844,1752,0.004500577098828846
Afghanistan,11/29/2020,46116,1774,0.0045570911948187055
Afghanistan,11/30/2020,46274,1795,0.004611036468263572
Afghanistan,12/1/2020,46516,1822,0.0046803946769784
Afghanistan,12/2/2020,46718,1841,0.004729202305333279
Afghanistan,12/3/2020,46837,1846,0.004742046418058247
Afghanistan,12/4/2020,46837,1846,0.004742046418058247
Afghanistan,12/5/2020,47072,1864,0.004788285223868132
Afghanistan,12/6/2020,47306,1874,0.004813973449318069
Afghanistan,12/7/2020,47516,1900,0.004880762835487904
Afghanistan,12/8/2020,47716,1906,0.004896175770757865
Afghanistan,12/9/2020,47851,1919,0.004929570463842782
Afghanistan,12/10/2020,48053,1935,0.0049706716245626805
Afghanistan,12/11/2020,48116,1945,0.004996359850012617
Afghanistan,12/12/2020,48229,1956,0.005024616898007547
Afghanistan,12/13/2020,48527,1965,0.005047736300912489
Afghanistan,12/14/2020,48718,1969,0.0050580115910924634
Afghanistan,12/15/2020,48952,1995,0.0051248009772622985
Afghanistan,12/16/2020,49161,2011,0.005165902137982197
Afghanistan,12/17/2020,49378,2025,0.005201865653612107
Afghanistan,12/18/2020,49621,2030,0.005214709766337076
Afghanistan,12/19/2020,49681,2047,0.005258379749601968
Afghanistan,12/20/2020,49817,2067,0.00530975620050184
Afghanistan,12/21/2020,50013,2082,0.005348288538676744
Afghanistan,12/22/2020,50190,2096,0.0053842520543066555
Afghanistan,12/23/2020,50433,2117,0.005438197327751522
Afghanistan,12/24/2020,50655,2126,0.005461316730656465
Afghanistan,12/25/2020,50810,2139,0.005494711423741382
Afghanistan,12/26/2020,50886,2149,0.005520399649191318
Afghanistan,12/27/2020,51039,2160,0.005548656697186248
Afghanistan,12/28/2020,51280,2174,0.005584620212816159
Afghanistan,12/29/2020,51350,2179,0.005597464325541127
Afghanistan,12/30/2020,51405,2181,0.005602601970631114
Afghanistan,12/31/2020,51526,2191,0.00562829019608105
Afghanistan,1/1/2021,51526,2191,0.00562829019608105
Afghanistan,1/2/2021,51526,2191,0.00562829019608105
Afghanistan,1/3/2021,51526,2191,0.00562829019608105
Afghanistan,1/4/2021,53011,2237,0.005746456033150758
Afghanistan,1/5/2021,53105,2244,0.005764437790965713
Afghanistan,1/6/2021,53105,2244,0.005764437790965713
Afghanistan,1/7/2021,53207,2253,0.005787557193870656
Afghanistan,1/8/2021,53332,2257,0.0057978324840506305
Afghanistan,1/9/2021,53400,2264,0.005815814241865586
Afghanistan,1/10/2021,53489,2277,0.005849208934950503
Afghanistan,1/11/2021,53538,2288,0.005877465982945433
Afghanistan,1/12/2021,53584,2301,0.00591086067603035
